j._k._rowling_harry_potter 	NP 	J._K._Rowling_Harry_Potter
enquanto 	RG 	enquanto
passear 	VMI 	passeava
de 	SP 	de
um 	DI 	um
lado 	NC 	lado
para 	SP 	para
o 	DA 	o
outro 	PI 	outro
em 	SP 	em
o 	DA 	o
calabouço 	NC 	calabouço
, 	Fc 	,
não 	RN 	não
ter 	VMG 	tendo
feliz 	RG 	felizmente
ver 	VMP 	visto
o 	DA 	o
seamus_finnigan 	NP 	Seamus_Finnigan
que 	PR 	que
fingir 	VMI 	fingia
vomitar 	VMN 	vomitar
para 	SP 	para
dentro 	RG 	dentro
de 	SP 	de
o 	DA 	o
caldeirão 	NC 	caldeirão
. 	Fp 	.
- 	Fg 	-
estar 	VMI 	Estou
espantar 	VMP 	espantado
por 	SP 	por
ver 	VMN 	ver
que 	CS 	que
até 	RG 	até
agora 	RG 	agora
o 	DA 	os
sangue 	NC 	sangues
de 	SP 	de
lama 	NC 	lama
ainda 	RG 	ainda
não 	RN 	não
fazer 	VMI 	fizeram
o 	DA 	as
mala 	NC 	malas
e 	CC 	e
não 	RN 	não
desaparecer 	VMI 	desapareceram
- 	Fg 	-
prosseguir 	VMI 	prosseguiu
malfoy 	NP 	Malfoy
. 	Fp 	.
- 	Fg 	-
apor 	VMP 	Aposto
5 	Z 	cinco
galeão 	NC 	galeões
em 	SP 	em
como 	CS 	como
o 	DA 	o
próximo 	AQ 	próximo
morrer 	VMI 	morre
. 	Fp 	.
pena 	NC 	Pena
que 	PR 	que
não 	RN 	não
ter 	VMS 	tenha
ser 	VMP 	sido
a 	SP 	a
granger 	NP 	Granger
... 	Fs 	...
o 	DA 	A
campainha 	NC 	campainha
tocar 	VMI 	tocou
em 	SP 	em
esse 	DD 	esse
momento 	NC 	momento
o 	PD 	o
que 	PR 	que
ir 	VMI 	foi
um 	DI 	uma
sorte 	NC 	sorte
porque 	CS 	porque
a 	SP 	a
o 	DA 	o
ouvir 	VMN 	ouvir
o 	DA 	as
último 	AO 	últimas
palavra 	NC 	palavras
de 	SP 	de
malfoy 	NP 	Malfoy
, 	Fc 	,
ron 	NP 	Ron
dar 	VMI 	deu
um 	DI 	um
salto 	NC 	salto
, 	Fc 	,
mas 	CC 	mas
em 	SP 	em
o 	DA 	a
barafunda 	NC 	barafunda
de 	SP 	de
guardar 	VMN 	guardar
o 	DA 	os
livro 	NC 	livros
em 	SP 	em
o 	DA 	os
saco 	NC 	sacos
, 	Fc 	,
o 	DA 	a
seu 	DP 	sua
tentativa 	NC 	tentativa
de 	SP 	de
agarrar 	VMN 	agarrar
o 	DA 	o
malfoy 	NP 	Malfoy
passar 	VMI 	passou
desperceber 	VMP 	despercebida
. 	Fp 	.
- 	Fg 	-
deixar 	VMS 	Deixem
me 	PP 	me
- 	Fg 	-
gritar 	VMI 	gritava
o 	DA 	o
ron 	NP 	Ron
enquanto 	RG 	enquanto
o 	DA 	o
harry 	NP 	Harry
e 	CC 	e
o 	DA 	o
dean 	NP 	Dean
lhe 	PP 	lhe
agarrar 	VMI 	agarravam
o 	DA 	os
braço 	NC 	braços
. 	Fp 	.
- 	Fg 	-
não 	RN 	Não
preciso 	AQ 	preciso
de 	SP 	de
vara 	NC 	varinha
, 	Fc 	,
ir 	VMI 	vou
dar 	VMN 	dar
cabo 	NC 	cabo
de 	SP 	de
ele 	PP 	ele
com 	SP 	com
o 	DA 	as
meu 	DP 	minhas
mão 	NC 	mãos
... 	Fs 	...
- 	Fg 	-
despachar 	VMS 	Despachem
se 	PP 	se
, 	Fc 	,
ter 	VMI 	tenho
de 	SP 	de
conduzir 	VMN 	conduzir
vos 	PP 	vos
a 	SP 	a
o 	DA 	a
aula 	NC 	aula
de 	SP 	de
herbologia 	NC 	herbologia
- 	Fg 	-
praguejar 	VMI 	praguejava
o 	DA 	o
snape 	NP 	Snape
acima 	RG 	acima
de 	SP 	de
o 	DA 	as
cabeça 	NC 	cabeças
de 	SP 	de
o 	DA 	os
aluno 	NC 	alunos
. 	Fp 	.
e 	CC 	E
lá 	RG 	lá
ir 	VMI 	foram
como 	CS 	como
cordeiro 	NC 	cordeirinhos
com 	SP 	com
harry 	NP 	Harry
, 	Fc 	,
ron 	NP 	Ron
e 	CC 	e
dean 	NP 	Dean
em 	SP 	em
o 	DA 	a
retaguarda 	NC 	retaguarda
, 	Fc 	,
o 	DA 	o
ron 	NP 	Ron
ainda 	RG 	ainda
a 	SP 	a
tentar 	VMN 	tentar
libertar 	VMN 	libertar
se 	PP 	se
. 	Fp 	.
só 	RG 	Só
achar 	VMI 	acharam
seguro 	AQ 	seguro
largar 	VMN 	largá
o 	PP 	o
quando 	RG 	quando
snape 	NP 	Snape
o 	PP 	os
deixar 	VMI 	deixou
fora 	RG 	fora
de 	SP 	de
o 	DA 	o
castelo 	NC 	castelo
e 	CC 	e
iniciar 	VMI 	iniciaram
o 	DA 	o
percurso 	NC 	percurso
por 	SP 	por
o 	DA 	o
meio 	NC 	meio
de 	SP 	de
o 	DA 	a
horta 	NC 	horta
em 	SP 	em
direcção 	NC 	direcção
a 	SP 	a
o 	DA 	as
estufa 	NC 	estufas
. 	Fp 	.
o 	DA 	A
aula 	NC 	aula
de 	SP 	de
herbologia 	NC 	herbologia
estar 	VMI 	estava
reduzir 	VMP 	reduzida
. 	Fp 	.
ter 	VMI 	Tinha
agora 	RG 	agora
2 	Z 	dois
aluno 	NC 	alunos
a 	SP 	a
menos 	RG 	menos
: 	Fd 	:
justin 	NP 	Justin
e 	CC 	e
hermione 	NP 	Hermione
. 	Fp 	.
o 	DA 	A
professor 	NC 	professora
sprout 	NP 	Sprout
pôr 	VMN 	pô
o 	PP 	os
a 	SP 	a
trabalhar 	VMN 	trabalhar
, 	Fc 	,
podar 	VMG 	podando
o 	DA 	as
figueiras-da-abissínia 	NC 	figueiras-da-abissínia
. 	Fp 	.
harry 	NP 	Harry
ir 	VMI 	foi
despejar 	VMN 	despejar
um 	DI 	uma
braçada 	NC 	braçada
de 	SP 	de
haste 	NC 	hastes
seco 	AQ 	secas
em 	SP 	em
um 	DI 	um
monte 	NC 	monte
de 	SP 	de
adubo 	NC 	adubo
e 	CC 	e
dar 	VMI 	deu
comigo 	PP 	consigo
cara 	NC 	cara
a 	SP 	a
cara 	NC 	cara
com 	SP 	com
ernie_mcmillan 	NP 	Ernie_Mcmillan
. 	Fp 	.
ernie 	NP 	Ernie
respirar 	VMI 	respirou
fundo 	NC 	fundo
. 	Fp 	.
- 	Fg 	-
só 	RG 	Só
querer 	VMI 	quero
dizer 	VMN 	dizer
te 	PP 	te
, 	Fc 	,
harry 	NP 	Harry
que 	PR 	que
lamentar 	VMI 	lamento
ter 	VMN 	ter
suspeitar 	VMP 	suspeitado
de 	SP 	de
ti 	NC 	ti
. 	Fp 	.
saber 	VMI 	Sei
que 	CS 	que
nunca 	RG 	nunca
atacar 	VMI 	atacarias
o 	DA 	a
hermione_granger 	NP 	Hermione_Granger
e 	CC 	e
pedir 	VMI 	peço
te 	PP 	te
desculpa 	NC 	desculpa
por 	SP 	por
todas_as 	PI 	todas_as
coisa 	NC 	coisas
que 	PR 	que
dizer 	VMI 	disse
. 	Fp 	.
estar 	VMI 	Estamos
todo 	PI 	todos
em 	SP 	em
o 	DA 	o
mesmo 	RG 	mesmo
barco 	NC 	barco
, 	Fc 	,
agora 	RG 	agora
e 	CC 	e
, 	Fc 	,
bem 	RG 	bem
... 	Fs 	...
estender 	VMI 	Estendeu
lhe 	PP 	lhe
um 	DI 	uma
mão 	NC 	mão
rechonchudo 	AQ 	rechonchuda
que 	CS 	que
o 	DA 	o
harry 	NP 	Harry
apertar 	VMI 	apertou
. 	Fp 	.
ernie 	NP 	Ernie
e 	CC 	e
o 	DA 	a
seu 	DP 	sua
amigo 	NC 	amiga
hannah 	NP 	Hannah
ir 	VMI 	foram
trabalhar 	VMN 	trabalhar
em 	SP 	em
o 	DA 	a
mesmo 	PI 	mesma
figueira 	NC 	figueira
com 	SP 	com
o 	DA 	o
harry 	NP 	Harry
e 	CC 	e
o 	DA 	o
ron 	NP 	Ron
. 	Fp 	.
- 	Fg 	-
aquele 	DD 	Aquele
tipo 	NC 	tipo
, 	Fc 	,
draco_malfoy 	NP 	Draco_Malfoy
- 	Fg 	-
dizer 	VMI 	disse
ernie 	NP 	Ernie
, 	Fc 	,
partir 	VMG 	partindo
pequeno 	AQ 	pequenos
galho 	NC 	galhos
- 	Fg 	-
, 	Fc 	,
parecer 	VMI 	parece
muito 	RG 	muito
satisfazer 	VMP 	satisfeito
com 	SP 	com
isto 	PD 	isto
tudo 	PI 	tudo
, 	Fc 	,
não 	RN 	não
achar 	VMI 	acham
? 	Fit 	?
ser 	VMI 	É
bem 	RG 	bem
possível 	AQ 	possível
que 	CS 	que
ele 	PP 	ele
ser 	VMS 	seja
o 	DA 	o
herdeiro 	NC 	herdeiro
de 	SP 	de
slytherin 	NP 	Slytherin
. 	Fp 	.
- 	Fg 	-
um 	DI 	Uma
observação 	NC 	observação
inteligente 	AQ 	inteligente
de 	SP 	de
o 	DA 	a
teu 	DP 	tua
parte 	NC 	parte
- 	Fg 	-
dizer 	VMI 	disse
o 	DA 	o
ron 	NP 	Ron
que 	PR 	que
parecer 	VMI 	parecia
não 	RN 	não
ter 	VMN 	ter
desculpar 	VMP 	desculpado
ernie 	NP 	Ernie
tão 	RG 	tão
facilmente 	RG 	facilmente
como 	CS 	como
o 	DA 	o
harry 	NP 	Harry
. 	Fp 	.
- 	Fg 	-
achar 	VMI 	Acham
que 	CS 	que
ser 	VMI 	é
ele 	PP 	ele
? 	Fit 	?
- 	Fg 	-
perguntar 	VMI 	perguntou
ernie 	NP 	Ernie
. 	Fp 	.
- 	Fg 	-
não 	RN 	Não
- 	Fg 	-
responder 	VMI 	respondeu
harry 	NP 	Harry
com 	SP 	com
tanto 	DI 	tanta
firmeza 	NC 	firmeza
que 	PR 	que
ernie 	NP 	Ernie
e 	CC 	e
hannah 	NP 	Hannah
ficar 	VMI 	ficaram
a 	SP 	a
olhar 	VMN 	olhar
espantar 	VMP 	espantados
. 	Fp 	.
um 	DI 	Um
segundo 	NC 	segundo
depois 	RG 	depois
, 	Fc 	,
harry 	NP 	Harry
avistar 	VMI 	avistou
qualquer 	DI 	qualquer
coisa 	NC 	coisa
que 	PR 	que
o 	PP 	o
levar 	VMI 	levou
a 	SP 	a
chamar 	VMN 	chamar
o 	DA 	a
atenção 	NC 	atenção
de 	SP 	de
o 	DA 	o
ron 	NP 	Ron
, 	Fc 	,
bater 	VMG 	batendo
lhe 	PP 	lhe
em 	SP 	em
o 	DA 	a
mão 	NC 	mão
com 	SP 	com
o 	DA 	a
tesoura 	NC 	tesoura
de 	SP 	de
podar 	VMN 	podar
. 	Fp 	.
- 	Fg 	-
au 	NP 	Au
... 	Fs 	...
o 	PD 	o
que 	PR 	que
É_que 	RG 	é_que
tu 	PP 	tu
... 	Fs 	...
? 	Fit 	?
harry 	NP 	Harry
apontar 	VMI 	apontava
para 	SP 	para
o 	DA 	o
chão 	NC 	chão
, 	Fc 	,
a 	SP 	a
pouco 	DI 	poucos
centímetro 	NC 	centímetros
de 	SP 	de
distância 	NC 	distância
. 	Fp 	.
vários 	DI 	Várias
aranha 	NC 	aranhas
grande 	AQ 	grandes
correr 	VMI 	corriam
precipitado 	RG 	precipitadamente
por 	SP 	por
o 	DA 	a
terra 	NC 	terra
ir 	VMI 	fora
. 	Fp 	.
- 	Fg 	-
ah 	I 	Ah
! 	Fat 	!
sim 	RG 	sim
- 	Fg 	-
dizer 	VMI 	disse
o 	DA 	o
ron 	NP 	Ron
, 	Fc 	,
tentar 	VMG 	tentando
, 	Fc 	,
sem 	SP 	sem
conseguir 	VMN 	conseguir
, 	Fc 	,
mostrar 	VMN 	mostrar
se 	PP 	se
entusiasmar 	VMP 	entusiasmado
. 	Fp 	.
- 	Fg 	-
mas 	CC 	Mas
não 	RN 	não
poder 	VMI 	podemos
seguir 	VMI 	seguis
o 	PP 	as
agora 	RG 	agora
... 	Fs 	...
ernie 	NP 	Ernie
e 	CC 	e
hannah 	NP 	Hannah
ouvir 	VMI 	ouviam
nos 	PP 	nos
com 	SP 	com
curiosidade 	NC 	curiosidade
. 	Fp 	.
harry 	NP 	Harry
ver 	VMI 	viu
o 	DA 	as
aranha 	NC 	aranhas
desaparecer 	VMN 	desaparecerem
. 	Fp 	.
- 	Fg 	-
parecer 	VMI 	Parecem
ir 	VMN 	ir
em 	SP 	em
o 	DA 	a
direcção 	NC 	direcção
de 	SP 	de
o 	DA 	a
floresta 	NC 	floresta
proibir 	VMP 	proibida
... 	Fs 	...
e 	CC 	E
o 	DA 	o
ron 	NP 	Ron
ficar 	VMI 	ficou
ainda 	RG 	ainda
mais 	RG 	mais
infeliz 	AQ 	infeliz
a 	SP 	a
o 	DA 	o
ouvir 	VMN 	ouvir
aquilo 	PD 	aquilo
. 	Fp 	.
em 	SP 	Em
o 	DA 	o
final 	NC 	final
de 	SP 	de
o 	DA 	a
aula 	NC 	aula
, 	Fc 	,
o 	DA 	o
professor 	NC 	professor
snape 	NP 	Snape
acompanhar 	VMI 	acompanhou
o 	DA 	os
aluno 	NC 	alunos
a 	SP 	a
o 	DA 	a
« 	Fra 	«
defesa 	NC 	Defesa
contra 	SP 	contra
o 	DA 	as
arte 	NC 	artes
negro 	AQ 	negras
» 	Frc 	»
. 	Fp 	.
harry 	NP 	Harry
e 	CC 	e
ron 	NP 	Ron
ir 	VMI 	foram
atrás 	RG 	atrás
de 	SP 	de
o 	DA 	os
outro 	PI 	outros
para 	SP 	para
poder 	VMN 	poderem
conversar 	VMN 	conversar
sem 	SP 	sem
ser 	VMN 	serem
ouvir 	VMP 	ouvidos
. 	Fp 	.
- 	Fg 	-
ter 	VMI 	Temos
de 	SP 	de
usar 	VMN 	usar
outra_vez 	RG 	outra_vez
o 	DA 	o
manto 	NC 	manto
de 	SP 	de
o 	DA 	a
invisibilidade 	NC 	invisibilidade
- 	Fg 	-
dizer 	VMI 	disse
harry 	NP 	Harry
a 	SP 	a
o 	DA 	o
ron 	NP 	Ron
. 	Fp 	.
- 	Fg 	-
poder 	VMI 	Podemos
levar 	VMN 	levar
comigo 	PP 	connosco
o 	DA 	o
fang 	NP 	Fang
, 	Fc 	,
ele 	PP 	ele
estar 	VMI 	está
habituar 	VMP 	habituado
a 	SP 	a
ir 	VMN 	ir
a 	SP 	a
o 	DA 	a
floresta 	NC 	floresta
com 	SP 	com
o 	DA 	o
hagrid 	NP 	Hagrid
, 	Fc 	,
poder 	VMI 	pode
ser 	VMN 	ser
um 	DI 	uma
bom 	AQ 	boa
ajuda 	NC 	ajuda
. 	Fp 	.
- 	Fg 	-
certo 	AQ 	Certo
- 	Fg 	-
dizer 	VMI 	disse
o 	DA 	o
ron 	NP 	Ron
, 	Fc 	,
que 	PR 	que
fazer 	VMI 	fazia
girar 	VMN 	girar
nervoso 	RG 	nervosamente
o 	DA 	a
vara 	NC 	varinha
em 	SP 	em
o 	DA 	os
dedo 	NC 	dedos
. 	Fp 	.
- 	Fg 	-
er 	NP 	Er
... 	Fs 	...
não 	RN 	não
costumar 	VMI 	costuma
haver 	VMN 	haver
... 	Fs 	...
não 	RN 	não
costumar 	VMI 	costuma
haver 	VMN 	haver
lobisomem 	NC 	lobisomens
em 	SP 	em
o 	DA 	a
floresta 	NC 	floresta
? 	Fit 	?
- 	Fg 	-
acrescentar 	VMI 	acrescentou
enquanto 	RG 	enquanto
ocupar 	VMI 	ocupavam
o 	DA 	os
lugar 	NC 	lugares
de 	SP 	de
o 	DA 	o
costume 	NC 	costume
em 	SP 	em
o 	DA 	a
aula 	NC 	aula
de 	SP 	de
o 	DA 	o
lockhart 	NP 	Lockhart
. 	Fp 	.
preferir 	VMG 	Preferindo
não 	RN 	não
responder 	VMN 	responder
a 	SP 	a
o 	DA 	a
pergunta 	NC 	pergunta
, 	Fc 	,
harry 	NP 	Harry
dizer 	VMI 	disse
: 	Fd 	:
- 	Fg 	-
também 	RG 	Também
haver 	VMI 	há
lá 	RG 	lá
coisa 	NC 	coisas
bom 	AQ 	boas
. 	Fp 	.
o 	DA 	Os
centauro 	NC 	centauros
ser 	VMI 	são
fixe 	AQ 	fixes
e 	CC 	e
o 	DA 	os
unicórnio 	NC 	unicórnios
. 	Fp 	.
ron 	NP 	Ron
nunca 	RG 	nunca
estar 	VMI 	estivera
em 	SP 	em
o 	DA 	a
floresta 	NC 	floresta
proibir 	VMP 	proibida
, 	Fc 	,
harry 	NP 	Harry
ir 	VMI 	fora
lá 	RG 	lá
só 	RG 	só
uma_vez 	RG 	uma_vez
e 	CC 	e
desejar 	VMI 	desejara
não 	RN 	não
ter 	VMN 	ter
de 	SP 	de
lá 	RG 	lá
voltar 	VMN 	voltar
. 	Fp 	.
lockhart 	NP 	Lockhart
dar 	VMI 	deu
um 	DI 	um
salto 	NC 	salto
para 	SP 	para
dentro 	RG 	dentro
de 	SP 	de
o 	DA 	a
sala 	NC 	sala
de 	SP 	de
aula 	NC 	aula
e 	CC 	e
o 	DA 	os
aluno 	NC 	alunos
ficar 	VMI 	ficaram
espantar 	VMP 	espantados
a 	SP 	a
olhar 	VMN 	olhar
para 	SP 	para
ele 	PP 	ele
. 	Fp 	.
todo 	DI 	Todos
o 	DA 	os
outro 	DI 	outros
professor 	NC 	professores
andar 	VMI 	andavam
mais 	RG 	mais
triste 	AQ 	tristes
do_que 	CS 	do_que
o 	DA 	o
habitual 	AQ 	habitual
mas 	CC 	mas
lockhart 	NP 	Lockhart
parecer 	VMI 	parecia
sentir 	VMN 	sentir
se 	PP 	se
em 	SP 	em
o 	DA 	as
nuvem 	NC 	nuvens
. 	Fp 	.
- 	Fg 	-
então 	RG 	Então
, 	Fc 	,
então 	RG 	então
- 	Fg 	-
exclamar 	VMI 	exclamou
, 	Fc 	,
olhar 	VMG 	olhando
em 	SP 	em
volta 	NC 	volta
. 	Fp 	.
- 	Fg 	-
porquê 	RG 	Porquê
esse 	DD 	essas
cara 	NC 	caras
deprimir 	VMP 	deprimidas
? 	Fit 	?
lançar 	VMI 	Lançaram
lhe 	PP 	lhe
olhar 	VMN 	olhares
exasperar 	VMP 	exasperados
mas 	CC 	mas
ninguém 	PI 	ninguém
responder 	VMI 	respondeu
. 	Fp 	.
- 	Fg 	-
não 	RN 	Não
compreender 	VMI 	compreendem
- 	Fg 	-
dizer 	VMI 	disse
, 	Fc 	,
falar 	VMG 	falando
devagar 	RG 	devagar
como_se 	CS 	como_se
ir 	VMS 	fossem
todo 	PI 	todos
um_pouco 	PI 	um_pouco
estúpido 	NC 	estúpidos
- 	Fg 	-
que 	CS 	que
o 	DA 	o
perigo 	NC 	perigo
já 	RG 	já
passar 	VMI 	passou
? 	Fit 	?
o 	DA 	O
culpado 	NC 	culpado
ir 	VMI 	foi
se 	PP 	se
embora 	CS 	embora
. 	Fp 	.
-- 	Fg 	--
quem 	PT 	Quem
dizer 	VMI 	disse
? 	Fit 	?
- 	Fg 	-
retorquir 	VMI 	retorquiu
dean_thomas 	NP 	Dean_Thomas
em 	SP 	em
voz 	NC 	voz
alto 	AQ 	alta
. 	Fp 	.
-- 	Fg 	--
meu 	DP 	Meu
caro 	AQ 	caro
jovem 	NC 	jovem
, 	Fc 	,
o 	DA 	o
ministro 	NC 	ministro
de 	SP 	de
o 	DA 	a
magia 	NC 	magia
não 	RN 	não
ter 	VMI 	teria
levar 	VMP 	levado
hagrid 	NP 	Hagrid
se 	CS 	se
não 	RN 	não
estar 	VMS 	estivesse
100 	Z 	cem
por_cento 	NC 	por_cento
certo 	AQ 	certo
de 	SP 	de
que 	PR 	que
ele 	PP 	ele
ser 	VMI 	era
o 	DA 	o
culpado 	NC 	culpado
- 	Fg 	-
dizer 	VMI 	disse
lockhart 	NP 	Lockhart
como 	CS 	como
quem 	PR 	quem
explicar 	VMI 	explica
que 	CS 	que
1 	Z 	um
e 	CC 	e
1 	Z 	um
ser 	VMI 	são
2 	Z 	dois
. 	Fp 	.
- 	Fg 	-
ter 	VMI 	Teria
, 	Fc 	,
sim 	RG 	sim
- 	Fg 	-
dizer 	VMI 	disse
o 	DA 	o
ron 	NP 	Ron
, 	Fc 	,
em 	SP 	em
um 	DI 	um
tom 	NC 	tom
de 	SP 	de
voz 	NC 	voz
ainda 	RG 	ainda
mais 	RG 	mais
alto 	AQ 	alto
do_que 	CS 	do_que
o 	PD 	o
de 	SP 	de
o 	DA 	o
dean 	NP 	Dean
. 	Fp 	.
- 	Fg 	-
eu 	PP 	Eu
julgar 	VMI 	julgo
saber 	VMN 	saber
um_pouco 	PI 	um_pouco
mais 	RG 	mais
sobre 	SP 	sobre
o 	DA 	a
prisão 	NC 	prisão
de 	SP 	de
o 	DA 	o
hagrid 	NP 	Hagrid
do_que 	CS 	do_que
o 	DA 	o
senhor 	NC 	senhor
, 	Fc 	,
mr._weasley 	NP 	Mr._Weasley
- 	Fg 	-
dizer 	VMI 	disse
lockhart 	NP 	Lockhart
com 	SP 	com
notório 	AQ 	notória
auto-satisfação 	NC 	auto-satisfação
. 	Fp 	.
ron 	NP 	Ron
começar 	VMI 	começou
a 	SP 	a
dizer 	VMN 	dizer
que 	CS 	que
discordar 	VMI 	discordava
mas 	CC 	mas
ir 	VMI 	foi
interromper 	VMP 	interrompido
por 	SP 	por
o 	DA 	o
harry 	NP 	Harry
que 	PR 	que
lhe 	PP 	lhe
dar 	VMI 	deu
um 	DI 	um
forte 	AQ 	forte
pontapé 	NC 	pontapé
por 	SP 	por
debaixo 	RG 	debaixo
de 	SP 	de
o 	DA 	a
mesa 	NC 	mesa
. 	Fp 	.
- 	Fg 	-
nós 	PP 	Nós
não 	RN 	não
estar 	VMI 	estávamos
lá 	RG 	lá
, 	Fc 	,
lembrar 	VMI 	lembras
te 	PP 	te
? 	Fit 	?
- 	Fg 	-
murmurar 	VMI 	murmurou
. 	Fp 	.
mas 	CC 	Mas
o 	DA 	a
alegria 	NC 	alegria
revoltante 	AQ 	revoltante
de 	SP 	de
o 	DA 	o
lockhart 	NP 	Lockhart
, 	Fc 	,
o 	DA 	as
insinuação 	NC 	insinuações
de 	SP 	de
que 	PR 	que
sempre 	RG 	sempre
ter 	VMI 	tinha
achar 	VMP 	achado
que 	CS 	que
o 	DA 	o
hagrid 	NP 	Hagrid
não 	RN 	não
prestar 	VMI 	prestava
, 	Fc 	,
o 	DA 	a
seu 	DP 	sua
certeza 	NC 	certeza
de 	SP 	de
que 	CS 	que
tudo 	PI 	tudo
aquilo 	PD 	aquilo
estar 	VMI 	estava
a 	SP 	a
chegar 	VMN 	chegar
a 	SP 	a
o 	DA 	o
fim 	NC 	fim
, 	Fc 	,
irritar 	VMI 	irritou
harry 	NP 	Harry
de 	SP 	de
tal 	DI 	tal
maneira 	NC 	maneira
que 	PR 	que
ter 	VMI 	teve
vontade 	NC 	vontade
de 	SP 	de
lhe 	PP 	lhe
atirar 	VMN 	atirar
o 	DA 	as
* 	Fz 	*
_ 	Fz 	_
viagens 	NP 	Viagens
com 	SP 	com
vampiros 	NP 	Vampiros
* 	Fz 	*
e 	CC 	e
de 	SP 	de
lhe 	PP 	lhe
acertar 	VMN 	acertar
em 	SP 	em
aquele 	DD 	aquela
cara 	NC 	cara
estúpido 	AQ 	estúpida
. 	Fp 	.
mas 	CC 	Mas
, 	Fc 	,
em 	SP 	em
vez 	NC 	vez
de 	SP 	de
isso 	PD 	isso
, 	Fc 	,
limitar 	VMI 	limitou
se 	PP 	se
a 	SP 	a
escrevinhar 	VMN 	escrevinhar
um 	DI 	um
bilhete 	NC 	bilhete
para 	SP 	para
o 	DA 	o
ron 	NP 	Ron
: 	Fd 	:
* 	Fz 	*
_ 	Fz 	_
vamos 	NP 	Vamos
lá 	RG 	lá
hoje 	RG 	hoje
a 	SP 	a
o 	DA 	a
noite 	NC 	noite
* 	Fz 	*
. 	Fp 	.
ron 	NP 	Ron
ler 	VMI 	leu
o 	DA 	a
mensagem 	NC 	mensagem
, 	Fc 	,
engolir 	VMI 	engoliu
em 	SP 	em
seco 	NC 	seco
e 	CC 	e
olhar 	VMI 	olhou
para 	SP 	para
o 	DA 	o
lugar 	NC 	lugar
onde 	RG 	onde
hermione 	NP 	Hermione
costumar 	VMI 	costumava
sentar 	VMN 	sentar
se 	PP 	se
. 	Fp 	.
o 	DA 	A
cadeira 	NC 	cadeira
vazio 	AQ 	vazia
parecer 	VMI 	pareceu
ajudar 	VMN 	ajudá
o 	PP 	o
a 	SP 	a
decidir 	VMN 	decidir
se 	PP 	se
e 	CC 	e
acenar 	VMI 	acenou
afirmativo 	RG 	afirmativamente
. 	Fp 	.
o 	DA 	A
sala 	NC 	sala
comum 	AQ 	comum
de 	SP 	de
o 	DA 	os
gryffindor 	NP 	Gryffindor
estar 	VMI 	estava
agora 	RG 	agora
sempre 	RG 	sempre
cheio 	AQ 	cheia
porque 	CS 	porque
, 	Fc 	,
depois 	RG 	depois
de 	SP 	de
o 	DA 	as
[??:??/??/??:6.00:pm] 	W 	seis_da_tarde
, 	Fc 	,
o 	DA 	os
gryffindor 	NP 	Gryffindor
não 	RN 	não
ter 	VMI 	tinham
outro 	DI 	outro
lugar 	NC 	lugar
para 	SP 	para
ir 	VMN 	ir
. 	Fp 	.
por 	SP 	Por
outro 	DI 	outro
lado 	NC 	lado
, 	Fc 	,
ter 	VMI 	tinham
imenso 	AQ 	imenso
para 	SP 	para
conversar 	VMN 	conversar
, 	Fc 	,
por 	SP 	por
isso 	PD 	isso
o 	DA 	a
sala 	NC 	sala
comum 	AQ 	comum
manter 	VMI 	mantinha
se 	PP 	se
cheio 	AQ 	cheia
de 	SP 	de
gente 	NC 	gente
até 	SP 	até
depois 	RG 	depois
de 	SP 	de
o 	DA 	a
[??:??/??/??:00.00:am] 	W 	meia-noite
. 	Fp 	.
logo_a_seguir 	RG 	Logo_a_seguir
a 	SP 	a
o 	DA 	o
jantar 	VMN 	jantar
, 	Fc 	,
harry 	NP 	Harry
ir 	VMI 	foi
buscar 	VMN 	buscar
o 	DA 	o
manto 	NC 	manto
de 	SP 	de
o 	DA 	a
invisibilidade 	NC 	invisibilidade
a 	SP 	a
o 	DA 	a
mala 	NC 	mala
onde 	RG 	onde
estar 	VMI 	estava
guardar 	VMP 	guardado
e 	CC 	e
passar 	VMI 	passou
todo 	PI 	todo
o 	PP 	o
ser 	VMI 	serão
a 	SP 	a
o 	DA 	a
espera 	NC 	espera
que 	PR 	que
o 	DA 	a
sala 	NC 	sala
esvaziar 	VMS 	esvaziasse
. 	Fp 	.
o 	DA 	O
fred 	NP 	Fred
e 	CC 	e
o 	DA 	o
george 	NP 	George
desafiar 	VMI 	desafiaram
o 	PP 	o
para 	SP 	para
algum 	DI 	alguns
jogo 	NC 	jogos
de 	SP 	de
explosão 	NC 	explosão
e 	CC 	e
o 	DA 	a
ginny 	NP 	Ginny
sentar 	VMI 	sentou
se 	PP 	se
, 	Fc 	,
muito 	RG 	muito
preocupar 	VMP 	preocupada
, 	Fc 	,
a 	SP 	a
observar 	VMN 	observá
o 	PP 	os
, 	Fc 	,
em 	SP 	em
o 	DA 	a
cadeira 	NC 	cadeira
habitual 	AQ 	habitual
de 	SP 	de
hermione 	NP 	Hermione
. 	Fp 	.
harry 	NP 	Harry
e 	CC 	e
ron 	NP 	Ron
fartar 	VMI 	fartaram
se 	PP 	se
de 	SP 	de
perder 	VMN 	perder
de 	SP 	de
propósito 	NC 	propósito
em 	SP 	em
um 	DI 	uma
tentativa 	NC 	tentativa
de 	SP 	de
pôr 	VMN 	pôr
rapidamente 	RG 	rapidamente
fim 	NC 	fim
a 	SP 	a
o 	DA 	os
jogo 	NC 	jogos
mas 	CC 	mas
, 	Fc 	,
